moy_pot_hor;71847.223301
min_pot_hor;54834.0
var_maint;12.7743158284
max_maint;18
pot_cal_tot;12582
pot_perdu;9290.0
min_dispo;85
remp_CHAMMAL_D;0.942708333333
remp_NDJAMENA_D;nan
remp_NIAMEY_C;nan
remp_NIAMEY_D;nan
remp_DJIBOUTI_5F;1.0
remp_LUXEUIL_5F;0.529166666667
remp_MARSAN_C;nan
remp_MARSAN_D;0.3125
remp_MARSAN_5F;0.0
remp_NANCY_D;0.738333333333
remp_ORANGE_B;0.319444444444
remp_ORANGE_C;nan
