moy_pot_hor;72201.3106796
min_pot_hor;55791.0
var_maint;12.7743158284
max_maint;18
pot_cal_tot;12582
pot_perdu;9825.0
min_dispo;84
remp_CHAMMAL_D;0.958333333333
remp_NDJAMENA_D;nan
remp_NIAMEY_C;nan
remp_NIAMEY_D;nan
remp_DJIBOUTI_5F;1.0
remp_LUXEUIL_5F;0.533333333333
remp_MARSAN_C;nan
remp_MARSAN_D;0.291666666667
remp_MARSAN_5F;0.0
remp_NANCY_D;0.763333333333
remp_ORANGE_B;0.319444444444
remp_ORANGE_C;nan
