debut;;;;;;;;;;
categorie1;**;parametre de la simulation;;;;;;;;
moisInit;1;;;;;;;;;
anInit;2017;;;;;;;;;
moisFin;12;;;;;;;;;
anFin;2025;;;;;;;;;
puParMois;18;
stockageTotal;18;
stockageTotal;4;
strategie;1;
anticipMaint;3;
categorie2;**;liste des avions;;;;;;;;
D602;2000_D;9;649.00;3273.00;4895.41;V30;0;;;
D603;2000_D;9;379.00;3081.00;5609.97;V15;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;;;
D604;2000_D;10;548.00;2484.80;4275.47;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;ASTAC;FUZING;GPS_NG;USB;IFF_NG;;;
D605;2000_D;23;9.00;3388.40;5387.74;V30;0;;;
D606;2000_D;64;1200.00;2462.80;4239.03;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;;;
D607;2000_D;64;929.00;1054.00;1423.64;V5;MIDS;EPAVEWAY;;;
D609;2000_D;21;207.00;2488.40;4581.00;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;;;
D610;2000_D;65;1200.00;3362.40;5054.51;V30;MIDS;EPAVEWAY;ROVER;;;
D611;2000_D;8;271.00;2710.00;4135.40;V10;MIDS;EPAVEWAY;ROVER;;;
D613;2000_D;4;231.00;2720.00;4223.07;V10;0;;;
D614;2000_D;19;355.00;2660.00;5214.09;V30;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;;;
D615;2000_D;8;227.00;2613.20;4395.23;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;;;
D616;2000_D;1;16.00;2560.00;4433.75;V25;EPAVEWAY;ROVER;SCARABE_COMSEC;;;
D617;2000_D;22;433.00;2565.40;4955.02;V15;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;;;
D618;2000_D;5;213.00;2925.80;5398.25;V5;EPAVEWAY;ROVER;SCARABE_COMSEC;;;
D620;2000_D;8;410.00;2838.00;4350.26;V10;0;;;
D622;2000_D;45;922.00;2237.00;3371.13;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;ASTAC;FUZING;GPS_NG;;;
D623;2000_D;8;497.00;2979.00;4411.86;V10;MIDS;EPAVEWAY;;;
D624;2000_D;12;210.00;3194.40;4649.67;V10;VHF_FM;;;
D625;2000_D;29;242.00;2585.40;4248.57;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;;;
D626;2000_D;15;456.00;2466.00;4208.70;V10;MIDS;EPAVEWAY;SCARABE_COMSEC;;;
D627;2000_D;38;913.00;2605.00;3765.16;V10;MIDS;EPAVEWAY;SCARABE_COMSEC;VHF_FM;ASTAC;FUZING;GPS_NG;;;
D628;2000_D;11;296.00;3016.40;4394.25;V10;0;;;
D629;2000_D;31;371.00;2421.60;4431.58;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;;;
D630;2000_D;13;358.00;2757.00;4383.69;V10;MIDS;EPAVEWAY;;;
D631;2000_D;21;223.00;3158.80;4690.44;V10;MIDS;EPAVEWAY;;;
D632;2000_D;11;203.00;2384.80;4369.49;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;;;
D634;2000_D;53;1168.00;2495.00;3559.65;V10;MIDS;EPAVEWAY;;;
D635;2000_D;32;305.00;2431.80;4502.40;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;;;
D636;2000_D;20;412.00;2534.40;4294.35;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;;;
D637;2000_D;45;737.00;2691.00;4105.33;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;ASTAC;FUZING;GPS_NG;;;
D638;2000_D;42;758.00;2851.40;4265.66;V10;0;;;
D639;2000_D;39;900.00;2301.20;3650.07;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;ASTAC;FUZING;GPS_NG;;;
D640;2000_D;57;1199.00;2257.40;3546.87;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;ASTAC;FUZING;GPS_NG;;;
D641;2000_D;54;1169.00;2213.80;3365.71;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;ASTAC;FUZING;GPS_NG;;;
D642;2000_D;57;1200.00;1881.80;3144.63;V10;MIDS;EPAVEWAY;ROVER;SCARABE_COMSEC;VHF_FM;ASTAC;FUZING;GPS_NG;USB;IFF_NG;;;
